old,new
Барнаул АК,Барнаул
Новоалтайск Алтайский край,Новоалтайск
"Казахстан, Алматы",Казахстан
Первомайский районБоровиха,Алтай
"Франция,Безансон",Франция
Пригордное,Алтай
Жалал-Абад,Кыргызстан
"Леинградская обл, Санкт-Петербург",РФ
"КНР, Маомин",Китай
"РесАлтай, Кош-Агачский р-н, Тобелер",Республика
"Алтайский край, Петропавловский р-н, Зеленый Дол",Алтай
"Алтайский край, Курьинский р-н, Кузнецово",Алтай
"Россия, Алтайский край, Романовский р-н, Закла...",Алтай
Заринский район,Заринск
"Алтайский край, Залесовский р-н, Б-Калтай",Алтай
"Алтайский край, Славгород, Семеновка",Славгород
сМихайловское,Алтай
гБарнаул Алтайского края,Барнаул
РАлтай,Республика
пКундусла,Алтай
сПавловск Павловского района Алтайского края,Алтай
"Алтайский край, Алейский р-н, Красный Яр",Алейск
"Алтайский край, Курьинский р-н, Ивановка",Алтай
"КНР,ровХэбэй, Чжанцзякоу",Китай
"Россия, Алтайский край, Ключевской р-н, Ценинное",Алтай
сДумчево Залесовский район Алтайский край,Алтай
"Россия, Алтайский край, Кытмановский р-н",Алтай
Красный яр Советского р-она АК,Алтай
"Алтайский края,Белокуриха",Алтай
"Алтайский край, Рубцовский р-н, Веселоярск",Рубцовск
"Алтайский край, Немецкий национальный р-н, Шум...",Алтай
Шемонаиха,Казахстан
"Кемеровская обл, Междуреченск",РФ
Санниково,Алтай
"Алтайский край, Топчихинский р-н, Победим",Алтай
"Алтайский край, Романовский р-н, Дубровино",Алтай
Целинный р-на АК,Алтай
"Алтайский край, Немецкий национальный р-н, Гал...",Алтай
"Алтайский край, Завьяловский район, Харитоново",Алтай
"Алтайский край, Павловский р-н, Павловка",Алтай
"Киргизия, Каракол",Кыргызстан
"Казахстан, Карагандинская обл, Караганда",Казахстан
"Алтайский край, Благовещенский р-н, Степное озеро",Алтай
"Россия, Алтайский край, Шипуновский р-н",Алтай
Павлодарск,Казахстан
Тулата Чарышского р-на Алтайский край,Алтай
"Россия, Республика Алтай, Чемальского р-на",Республика
"Россия, Алтайский край, Тальменский р-н, Озерки",Алтай
"гБишкек, Кыргызская Республика",Кыргызстан
сПавловск Павловский район Алтайского края,Алтай
"Россия, Республика Алтай, Турочакский р-н, Бийка",Алтай
"Алтайский край, Родинский район, Родино",Алтай
Целинный район Алтайского края,Алтай
Семей ВКО,Казахстан
"Алтайский край, Краснощековский р-н",Алтай
Шипуновский районШипуново,Алтай
"Алтайский край, Советский р-н, Шульгинка",Алтай
"Китай, Чжэцзянровинция, Хуачжоу",Китай
"ВКО,Усть-Каменогорск",Казахстан
"Россия, Алтайский край, Завьяловский р-н, Гилевка",Алтай
"Россия, Алтайский край, Целинный р-н",Алтай
"Китай, Вэйчан-Маньчжуро-Монгольский автономный",Китай
Новокузнецск,РФ
город Павлодар,Казахстан
сВолчиха,Алтай
"КНР, Хайнань",Китай
Целинный р-н Алтайский край,Алтай
"Таджикистан, Вахдатский р-н, Вахдат",Таджикистан
"Республика Тыва, Улуг-Хемский р-н, Хайыракан",РФ
"Авиастроительный р-н, Казань",РФ
ВКОСемей,Казахстан
"Россия, Новосибирская обл, Искитимский р-н,т Е...",РФ
"Алтайский край, Косихинский р-н",Алтай
"Тюменская обл, Ханты-Мансийский АО, Нижневартовск",РФ
"Китай, Ляонинровинция, Телинород",Китай
"Худжанд, Республика Таджикистан",Таджикистан
"Россия, Ленинградская обл, Санкт-Петербург",РФ
"Таджикистан Респ, Хатлонская обл, Куляба",Таджикистан
"Таджикистан, Хатлонская обл, Бохтарский р-н, И...",Таджикистан
"Республика Саха /Якутия/, Удачный",РФ
гЯкутск,РФ
Алтайский край Тогульский район,Алтай
"КНР, Харбин",Китай
Алтайский край Благовещенский р-н,Алтай
"Россия, Республика Алтай, Усть-Канский р-н",Республика
"Таджикистан респ, Файзабадский р-н",Таджикистан
Хабары,Алтай
город Барнаул,Барнаул
сЧеремное Павловского р-на Алтайского края,Алтай
"Казахстан респ, Восточно-Казахстанская обл, Бо...",Казахстан
"Саха (Якутия) респ, Мирнинский р-н, дачный",РФ
"Алтайский край, Алейский р-н, Солнечный",Алейск
"Россия, Алтайский край, Алейский р-н, Бориха",Алейск
"республика Казахстан, Талдыкорган",Казахстан
"Алтайский край, Барнаул,",Барнаул
"Новосибирская область, Сузунский р-н",РФ
Бийского района Алтайского края,Бийск
"Казахстан, Павлодарская обл, Аксу",Казахстан
"Алтайский край, Алейский р-н, Алейск",Алейск
"Таджикистан Респ, Худжанд",Таджикистан
"Алтайский край, Петропавловский р-н, Алексеевка",Алтай
Алтайский край Павловский район,Алтай
"Россия, Республика Крым, Севастополь",РФ
"Алтайский край, Первомайский р-н, Бобровка",Алтай
"Казахстан, Восточно-Казахстанская область, Шем...",Казахстан
"Алтайский край, Ключевскйй р-н",Алтай
Верхняя Суетка,Алтай
Алтайский край Зональный р-н,Алтай
"Алтай Респ, Кош-Агачский р-н, Курай",Республика
"Республика Тыва, Чеди-Хольский р-н, Хову-Аксы",РФ
гБаку,Азербайджан
"Алтайский край, Бурлинский р-н, Бурла",Алтай
"Алтайский край, Родинский р-н, Покровка",Алтай
"Киргизия,Бишкек",Кыргызстан
"сКрутиха, Крутихинского р-на, Алтайского края",Алтай
Краснощековский р-он Алтайский край,Алтай
"Россия, Алтайский край, Тальменский р-н, Новоп...",Алтай
село Пригородное Алтайского края,Алтай
сМартыново Ельцовский район Алтайский край,Алтай
сУсть-Кажа Красногорского р-она АК,Алтай
Алтайский край Родинский район,Алтай
Китай Урумчи,Китай
Алтайский крайорБарнаул,Барнаул
"Россия, Алтайский край, Первомайский р-н, Перв...",Алтай
Новопесчаное Бурлинского р-на Алтайского края,Алтай
"Алтайский край, Краснощековский р-н, Акимовка",Алтай
"Михайловский район, Алтайский край",Алтай
"Китай, Умин , Наньнинородской округ",Китай
Сидоровка Романовского р-на Алтайского края,Алтай
"Алтайский край, Первомайский р-н, Сибирский",Алтай
"Кемеровская обл, Таштагол",РФ
"Тыва Респ, Улуг-Хемский кужуун, Шагонар",РФ
"Россия, Алтайский край, Змеиногорский р-н, Бес...",Алтай
Алтайский край Егорьевский р-н Новоегорьевское,Алтай
"Россия, республика Алтай, Шебалинский р-н, Шеб...",Республика
"Казахстан, Алмааты",Казахстан
"Новосибирская область, Черепаново",РФ
"Алтайский край, Крутихинский р-н, Подборный",Алтай
"Россия, Алтайский край, Советский р-н, Кокши",Алтай
"Казахстан, Караганда",Казахстан
"Казахстан Респ, Алмата",Казахстан
"Китай, Гунчжулин",Китай
"Китай, Хэйхэ",Китай
Алтайский край Ребрихинский район,Алтай
"Китай, Хэйлунцзянровинция, Хуачуаньородской округ",Китай
гКентау,Казахстан
"Алтайский край, Шипуновский р-н, Белоглазово",Алтай
Красногорское Красногорского р-на Алтайского края,Алтай
Республика Алтай Кош-Агачский р-онБеляши,Республика
"Азербаджан, Баку",Азербайджан
Алтайский крайВолчиха,Алтай
Глубокое,Алтай
Поспелиха,Алтай
Родино c,Алтай
"Алтайский край, Кулундинский р-н, Златополь",Алтай
"Алтай Респ, Шебалинский р-н, Шебалино",Республика
"Россия, Иркутская обл, Братск",РФ
"Россия, Алтайский край, Бийский р-н, Новиково",Бийск
"Казахстан, Каскелен",Казахстан
Павловский район Алтайского края,Алтай
"Китай,Байшань",Китай
"КНР, Фуань",Китай
"Россия, Алтайский край, ПАнкрушихинский район",Алтай
"Россия, Алтайский край, Завьяловский р-н",Алтай
Бухара,Узбекистан
село Жана-Аул Кош-Агачского р-на рАлтай,Республика
"Таджикистан Респ, Согдийская обл, Чкаловск",Таджикистан
"Монголия,Ховд",Монголия
"Алтайский край, Заринский р-н, Тягунт",Заринск
"Алтайский край, Усть-Пристанский р-н, Нижнеозе...",Алтай
"РеспКоми,Воркута",РФ
"Алтай респ, Усть-Коксинский р-н, Огневка",Республика
Шелаболихинский р-н Алтайский край,Алтай
"Шипуново, Шипуновского р-на АК",Алтай
Новоегорьевское Егорьевского р-на,Алтай
гЗаринск Алтайского края,Заринск
"Россия, Алтайский край, Славгород, Бурсоль",Славгород
"Россия, Алтайский край, Немецкий национальный ...",Алтай
Ключеского р-на АК,Алтай
"Алтай респ, Чемальский р-н, Элекмонар",Республика
Республика Таджикистан Душанбе,Таджикистан
сСлавгородское,Славгород
"Узбекистан респ, Фергана",Узбекистан
"Казахстан респ, Восточно-Казахстанская обл, Бо...",Казахстан
Алтайский край Троицкий район Троицкое,Алтай
"Приморский край, Шкотовский р-н, Шкотовогт",РФ
"Алтайский край, Смоленский р-н, Новотырышкино",Алтай
Китай ГГаочжоу,Китай
сЗавьялово,Алтай
"Россия, Алтайский край, Первомайский р-н, Санн...",Алтай
"Россия, Алтайский край, Павловский р-н, Прутской",Алтай
"Алтайский край, Заринский р-н, Стародраченино",Заринск
"Алтайский край, Каменский р-н, Ново-Ярки",Камень-на-Оби
"Казахстан Респ, Восточно-Казахстанская обл",Казахстан
"Россия, Ямало-Ненецкий АО, Новый Уренгой",РФ
Алтайский край Шипуновский район,Алтай
"Россия, Алтайский край, Курьинский р-н, Трусово",Алтай
"Красноярский край, Железногорск",РФ
Калтан Кемеровской области,РФ
Кош-Агачский р-н,Республика
"Алтайский край, Мамонтовский р-н",Алтай
"Россия, Алтайский край, Красногорский р-н",Алтай
"Алтайский край, Бийский р-н, Стан-Бехтемир",Бийск
"Алтай респ, Майминский р-н, Усть-Муны",Республика
"Казахстан, Алматинская обл, Сарканский р-н, Са...",Казахстан
"Алтайский край, Немецкий национальный р-н",Алтай
"Алтайский край, Павловский р-н, Урожайный",Алтай
город Кара-Балта,Кыргызстан
"Алтайский край, Советский район,Советское",Алтай
Республика Алтай Горно- Алтайск,Горно-Алтайск
Алтайского края Змеиногорский район,Алтай
Шумановка Немецкого Национального р-на Алт Кр,Алтай
"Панкрушиха, Панкрушихинского района Алтайского...",Алтай
"Россия, Алтайский край, Завьяловский р-н, Завь...",Алтай
город Бийск Алтайского края,Бийск
"Россия, Алтайский край, Кулундинский р-н, Кирей",Алтай
"Алтайский край, Троицкий район Гордеевский",Алтай
"Алтайский край, Республика Алтай, Кош-Агачский...",Республика
"Ямало-Ненецкий АО, Салехард",РФ
"Россия, Алтайский край, Панкрушихинский р-н, П...",Алтай
"Россия, Кемеровская обл, Прокопьевск",РФ
Таджикистан Респ,Таджикистан
"Алтайский край, Бийский район",Бийск
Тобольск,РФ
"Китай, Хэйлунцзянровинция, Тунцзянородской",Китай
"Алтайский край, Локтевский р-н, Успенка",Алтай
город Алматы,Казахстан
"Алтайский край, Целинный р-н, Дружба",Алтай
Краснощеково Краснощековского района АК,Алтай
"гХимки, Московская обл-ть",РФ
"Китай, Синьцзянь-Уйгурский автономный район",Китай
Егорьевский район Алтайский край,Алтай
"Россия, Алтайский край, Красногорский р-н, Кра...",Алтай
Республики Алтай Турочакский район,Республика
"Россия, Кемеровская обл, Осинники",РФ
сХабары АК,Алтай
"Китай, Далян",Китай
"Казахстан, ВКО, Семей",Казахстан
Алтайский край Завьяловский р-н Глубокое,Алтай
Темиртау,Казахстан
"Россия, Алтайский край, Рубцовский р-н, Весело...",Рубцовск
Алтайский край Рубцовский р-нВеселоярск,Рубцовск
"Алтайский край, Кытмановский р-н Кытманово",Алтай
ВКО Республика КазахстанСемей,Казахстан
"Россия, Алтайский край, Павловский р-н,т Арбузово",Алтай
Луговое Каменского района Алтайского края,Камень-на-Оби
"Алтайский край, Локтевский р-н Устьянка",Алтай
"Алтайский край, Змеиногорский р-н, Таловка",Алтай
"Алтайский край, Павловский р-н, Рогозиха",Алтай
"Таджикистан респ, Согдийская обл, Пенджикент",Таджикистан
Садовый,Алтай
"Кемеровская обл, Топки",РФ
"Республика Саха /Якутия/, Нерюнгри",РФ
"Россия, Алтайский край, Первомайское",Алтай
сЗалесово,Алтай
Табунский р-н АК,Алтай
"Алтайский край, Новоалтайск, ул 22 Партсъезда,",Новоалтайск
сЗональное Зонального р-на АК,Алтай
"Казахстан, ВКО, Глубоковский р-он, Глубокое",Казахстан
"Алтайский край, Чарышский р-н, Маральи Рожки",Алтай
"Сахалинская область, Невельск",РФ
Алтайский край Благовещенский район,Алтай
"сШипуново,рКомсомольский, 42",Алтай
"Алтайский край, Панкрушихинский р-н, Подойниково",Алтай
"Алтайский край, Чарышский р-н, Маралиха",Алтай
Алтайский край Ключи,Алтай
"КНР, Шэньян",Китай
Щучинск Республика Казахстан,Казахстан
"Алтайский край, Усть-Пристанский р-н, Брусенцево",Алтай
"Пермский край, Пермь",РФ
Маралиха,Алтай
"Алтайский край, Немецкий национальный р-н, Ред...",Алтай
"Китай,ород Чунцин",Китай
"Россия, Алтайский край, Локтевский р-н, Масаль...",Алтай
гКрасноярск,РФ
"Бурятия Респ, Селенгинский р-н, Гусиноозерск",РФ
ВКО Республика КазахстанУсть-Каменогорск,Казахстан
Белово,Алтай
"Казахстан Респ, Текели",Казахстан
"Алтайский край, Ключевский р-н, Целинный",Алтай
"Кулундинский район, Алтайский край",Алтай
"Таджикистан, Турсунзаде",Таджикистан
"Томская область, Стрежевой",РФ
"Алтайский край, Первомайский р-н, Боровиха",Алтай
Барнаул Алтайский край,Барнаул
Восточно-казахстанская обл,Казахстан
"Алтайский край, Краснощековский р-н, Краснощекова",Алтай
"Алтайский край, Барнаул",Барнаул
"Алтайский край, Косихинский р-н, Контошино",Алтай
"Россия, Новосибирская обл, Сузунский р-н",РФ
Бийск Алтайский край,Бийск
Алтайского краяело Залесово,Алтай
горд Барнаул,Барнаул
"КНР,ров Хэйлунцзян, Чжаочжоу",Китай
гАлейска Алтайского края,Алейск
"Россия, Алтайский край, Михайловский р-н, Мали...",Алтай
"Ханты-Мансийский Автономный окру- Югра АО, Ниж...",РФ
сУспенка,Алтай
"Россия, Алтайский край, Крутихинский р-н, Крутиха",Алтай
Столбово Каменского района Алтайского края,Камень-на-Оби
АкБарнаул,Барнаул
"Китай,Пекин",Китай
"Красноярский край, Ачинск",РФ
Степное Озеро,Алтай
гПавлодар,Казахстан
"Алтайский край, Тальменский район, Новоперуново",Алтай
Сростки Бийский р-н Алтайский край,Бийск
"Китай, Цзилиньровинция, Чанчунь",Китай
"Россия, Алтайский край, Егорьевский р-н, Новое...",Алтай
Онгудайский р-н Республика Алтай,Республика
Черемное Павловского района Алтайского края,Алтай
"Республика Алтай, Усть-Канский р-н",Республика
"Китай,ровинция Гуандун,ородской окруЧжаньцзян",Китай
"Китай,ровинция ГуандунЧжуншань",Китай
"КНР, Хэнаньров, Шэньцю",Китай
"Таджикистан, Согдийская обл,Худжанд",Таджикистан
"Саха /Якутия/ Респ, Мирнинский р-н, Айхал",РФ
"Россия, Иркутская обл, Иркутск",РФ
"Новосибирская область, Черепановский р-н, Пяти...",РФ
Алтайский край Новичихинский район,Алтай
"Алтайский край, Усть-Калманский р-н, Верх-Слюд...",Алтай
"Ханты-Мансийский АО- Югра, Урай",РФ
"Казахстан, Семей",Казахстан
Кызыл Республика Тыва,РФ
Шипуновский р-он Алтайского края,Алтай
"Россия, Алтайский край, Павловский р-н, Черемное",Алтай
"Россия, Алтайский край, Яровое",Алтай
"Алтайский край, Бийский р-н, Енисейское",Бийск
"Россия, Алтайский край, Калманский р-н",Алтай
"Казахстан Респ, Восточно-Казахстанская обл, Гл...",Казахстан
"Алтайский край, Шелаболихннский р-н, Шелаболиха",Алтай
сУлаган Улаганского района РАлтай,Республика
гор Павлодар Казахстан,Казахстан
"Алтайский край, Ельцовский р-н, Мартыново",Алтай
"Алтайский край, Крутихинский р-н, Прыганка",Алтай
"Россия, Алтайский край, Солтонский р-н, Ненинка",Алтай
"Кемеровская область, Осинники",РФ
Солоновка Смоленского района,Алтай
Поспелиха Алтайского края,Алтай
"Восточно-Казахстанская область,Шемонаиха",Казахстан
"Алтайский край, Рубцовский р-н, Новороссийский",Рубцовск
поПоповка Карасукский район Новосибирской области,РФ
"Алтайский край, Алейский р-н, Заветы Ильича",Алейск
"ГНовоалтайск, Алтайского края",Новоалтайск
"Республика Алтай,Горно-Алтайск",Горно-Алтайск
Республика Саха( Якутия),РФ
Усть-Пристанский район Алитайский край,Алтай
пУрожайный,Алтай
гбарнаул Алтайского края,Барнаул
гПрокопьевск Кемеровской обл,РФ
"Красноярский край, Горный",РФ
"Китай, Суйфэньхэ",Китай
"Алтайский край, Заринский р-н, Хмелевка",Заринск
"Алтайский край, Бурлинский р-н, Новосельское",Алтай
"Россия, Республика Алтай, Улаганский р-н, Улаган",Республика
"Алтайский край, Ребрихинский р-н",Алтай
"Кемеровская обл, Белово",РФ
сУсть-пристань Усть-пристанского р-на Алтайско...,Алтай
"Таджикистан, Шугнанский р-н, ГБАО, Вахдат",Таджикистан
"Россия, Алтайский край, Благовещенский р-н, Ле...",Алтай
"Россия, Новосибирская обл, Баганский р-н",РФ
"Кемеровская область, Междуреченск",РФ
"Таджикистан, Вахдай",Таджикистан
В-Казахстанская область Усть-Каменогоск,Казахстан
"Алтайский край, Троицкий р-н, Бровлянка",Алтай
"Туркменистан, Худжанд",Туркменистан
"Бурлинский раон, Алтайский край",Алтай
Алтайский край Алтайское,Алтай
"Казахстан Респ, Восточно-Казахстанская обл, Ус...",Казахстан
"Алтайский край, Михайловский р-н, Николоевка",Алтай
"Алтайский край, Бийский р-н, Сростки",Бийск
"Алтайский край, Табунский р-н",Алтай
сЕльцовка,Алтай
Косиха Косихинского района Алтайского края,Алтай
"Россия, Алтайский край, Угловский р-н, Мирный",Алтай
Катмановского р-на Алтайского края,Алтай
Турочак РесАлтай,Республика
"Китай, Ляонинровинция, Шэньян",Китай
"Киргизия, Ошская обл, Ош",Кыргызстан
"Россия, Кемеровская обл, Мыски",РФ
поТолстовский,Алтай
"Казахстан респ, Мангистауская обл, Актау",Казахстан
"Алтайский край, Благовещенский р-н, Глядень",Алтай
"Таджикистан, Дангара р-н",Таджикистан
Петропавловское,Алтай
"Таджикистан Респ, Хорог",Таджикистан
"Заринский р-н ,Алтайского края",Заринск
посМонгохто Ванинского района Хабаровского края,РФ
Первомайский район,Алтай
Петропавловский р-он,Алтай
Угловский р-на АК,Алтай
сНовоберезовка Первомайского р-на АК,Алтай
Селекционное Славгорода Алтайского края,Славгород
Алтайский крайор Барнаул,Барнаул
"Россия, Алтайский край, Усть-Калманский р-н",Алтай
сВерх-Кучук Шелаболихинского р-на АК,Алтай
"Казахстан, Восточно-Казахстанская обл, Уба-Форпоc",Казахстан
"Казахстан, Восточно-Казахстанская область, Зыр...",Казахстан
"Алтайский край, Бийский р-н, Шебалино",Бийск
"Алтайский край, Родинский р-н, Мирный",Алтай
"Китай, Уезд Чжунсянь, Чунцин",Китай
"Алтайский край, Локтевский р-н, Устьянка",Алтай
Чунский Чунского района Иркутской области,Алтай
"Алтайский край, Новокузнецк",РФ
"Алтайский р-он, Алтайский край",Алтай
Красноярский крайЛесосибирск,РФ
"Караганда, Карагандинская обл, Республика Каза...",Казахстан
"Алтайский край, Павловка",Алтай
"Китай, Фуцзянь",Китай
Родинский район Алтайского края,Алтай
"Аламедин Аламединского р-на, Киргизской ССР",Кыргызстан
город Семей ВКО,Казахстан
респХакассияАбакан,РФ
"Казахстан респ, Восточно-Казахстанская обл, Ше...",Казахстан
В-Казахстанская обл,Казахстан
Хуросонский р-н,Таджикистан
"Панкрушиха, Панкрушихинского р-на Алтайского края",Алтай
"Алтайский край, Усть-Калманский р-н, Михайловка",Алтай
"Алтайский край, Советский р-н",Алтай
"Тюменская область, Тобольск",РФ
"Алтайский край, Родинский р-н",Алтай
сКаип,Алтай
р Алтай Кош-Агачский район,Республика
"Алтайский край, Калманский р-н, Кубанка",Алтай
"Алтайский край, Павловский р-н,Павловск",Алтай
"Челябинская обл, Магнитогорск",РФ
"Алтайский край, Благовещенский р-н, Татьяновка",Алтай
"Таджикистан респ, Согдийский р-н, Исфара, Вонух",Таджикистан
Троицкий р-он Алтайского края,Алтай
"Республика Таджикистан, Хорог",Таджикистан
"Краснодарский край, Новороссийск",РФ
"КНР, Чанчунь",Китай
"Кемеровская область, Мыски",РФ
Алтайский край Барнаул,Барнаул
гСызрань Самарской области,РФ
Чарышский р-н,Алтай
"КНР, Цицикар",Китай
"Алтайский край, Топчихинский район, Топчиха",Алтай
Шелаболиха Шелаболихинского р-на АК,Алтай
"Алтайский край, Первомайский район Бобровка",Алтай
"Алтайский край, Шипуновский р-н, Нечунаево",Алтай
"Кыргызстан респ, Жалал-Абадская обл, Сузакский...",Кыргызстан
Камышинка,Алтай
гУсть-Каменогорск,Казахстан
Поспелиха Поспелихинского района Алтайского края,Алтай
Змеиногорский р-н,Алтай
"Алтайский край, Завьяловский район, Глубокое",Алтай
"Россия, Алтайский край, Каменский р-н, Аллак",Камень-на-Оби
"провинция Ляонин,Цзиньчан",Китай
"Алтайский край, Бийский р-н, Верх-Бехтемир",Бийск
"Алтайский край, Поспелиха",Алтай
"Тыва респ, Тандинский р-н, Бай-Хаак",РФ
Тюменцево,Алтай
"Китай, Чжэнчжоу",Китай
ПГТ Каа-Хем муниц района Кызылский кожуун Респ...,РФ
"Алтайский край, Тюменцевский р-н, Березовка",Алтай
"КНР, Ляонинров, Паньцзинь округ",Китай
Сибирский,Алтай
Кулундинский район Алтайского края,Алтай
"Алтайский край, Троицкий р-н, Озеро-Петровское",Алтай
"Китай, Цицикар",Китай
"Китай, Хэйбэйровинция, Таншань",Китай
"Таджикистан Респ, Кайраккум",Таджикистан
"КНР, Хайнаньровинция",Китай
Жалал-Абадская область Кыргызская Республика,Кыргызстан
"Китай, Хэйлунцзянровинция",Китай
"Алтайский край, Родинский р-н, Степной Кучук",Алтай
"Россия, Кемеровская обл, Калтан",РФ
Бобровка Первомайсого района,Алтай
Майма Республика Алтай,Республика
"Красноярский край, Таймырский Долгано-Ненецкий...",РФ
"Алтайский край, Ребрихинский р-н, Ребрихат",Алтай
сМаралиха,Алтай
В-Казахстананская обл Семей,Казахстан
"Алтайский край, Бийский р-н, Новиково",Бийск
Солтон Солтонского района АК,Алтай
"Китай, Ганьсуровинция",Китай
"Алтайский край, Залесово",Алтай
Яровое Алтайского края,Алтай
"Кемеровская область, Салаир",РФ
Павловск АК,Алтай
Тадкистан,Таджикистан
"Кемеровская область, Киселевск",РФ
"Россия, Алтайский край, Краснощековский р-н, К...",Алтай
"Таджикистан, Согдийская обл, Исфаринский р-н",Таджикистан
сШатуново Залесовского района,Алтай
"Кемеровская обл, Ленинск-Кузнецкий",РФ
"Россия, Алтайский край, Курьинский р-н, Курья",Алтай
"Россия, Республика Чувашия, Чебоксары",РФ
"Алтайский край, Хабарский р-н, Коротояк",Алтай
Смоленское Смоленского р-она АК,Алтай
"КНР,ров Гуандун, Чжанцзян",Китай
"Россия, Алтайский край, Егорьевский р-н",Алтай
гСалаир Кемеровской области,РФ
сУсть-Козлуха,Алтай
"Россия, Новосибирская обл, Сузунский р-н, Сузун",РФ
"Алтайский край, Тогульский р-н",Алтай
"Россия, Алтайский край, Ребрихинский р-н, Зимино",Алтай
"Алтайский край, Чарышский р-н, Тулата",Алтай
Орлово Немецкий национальный район Алтайского ...,Алтай
"Узбекистан, Ташкентская обл, Бекабад",Узбекистан
"Алтайский край, Поспелихинский р-н, Хлебороб",Алтай
Алтайский край Шелаболихинский район,Алтай
"Алтайский край, Змеиногорский р-н, Барановка",Алтай
"Армения, Араратская Марза, Джрашен",Армения
"Республика Алтай, Турочакский р-н, Турочак",Республика
"Алтайский край, Каменский р-н, Верх-Аллак",Камень-на-Оби
"Казахстан респ, Алматинская обл, Илийский р-н,...",Казахстан
Сочи Краснодарского края,РФ
Алтайский край Хабарского района Хабары,Алтай
"Россия, Красноярский край, Минусинск",РФ
Благовещенский р-н,Алтай
Калманка,Алтай
"Россия, Северная Осетия (Алания), Ордженикидзе",РФ
"Алтайский край, Первомайский р-н, Баюновские К...",Алтай
"Алтайский край, Боровское",Алтай
"Киевская обл, Киев",Украина
"Россия, Республика Саха (Якутия), Алданский р-н",РФ
Усть-Чарышская Пристань,РФ
"Алтайский край,Белокуриха",Алтай
"Россия, Алтайский край, Крутихинский р-н, Долг...",Алтай
"Россия, Алтайский край, Усть-Пристанский р-н, ...",Алтай
"Алтайский край, Ключевский р-н, Петухи",Алтай
"Алтайский край, Тюменцевский р-н, Карповка",Алтай
Белокуриха Алтайского края,Алтай
"КНР,ров Цзянси",Китай
"Кемеровская область, Юрга",РФ
"Алтайский край, Калманский р-н, Бураново",Алтай
"Алтайский край, Парфеново",Алтай
"Алтайский край, Алтайский р-н",Алтай
"Китай,ровинция Гуандун, Маомин, р-н Хуачжоу",Китай
"Ставропольский край, Ставрополь",РФ
Элекмонара Чемальского р-на Республики Алтай,Республика
"Алтайский край, Родинский р-н, Степное",Алтай
"Россия, Алтайский край, Красногорский р-н, Нов...",Алтай
"Россия, Алтайский край, Новочихинский р-н, Мел...",Алтай
"Алейский район, Алтайский край",Алейск
"Китай,ровинция Ляонин",Китай
"Россия, Алтайский край, Немецкий национальный ...",Алтай
"Таджикистан, Бохтар",Таджикистан
"Таджикистан респ, Раштский р-н, Тагоба к",Таджикистан
"Алтайский край, Алтайский район,Ая",Алтай
Прокопьевск,Алтай
Гилевка Завьяловского р-на Алтайского края,Алтай
"Казахстан Респ, Горно-Алтайская автономная обл...",Казахстан
Теленгит-Сортоговой Республика Алтай,Республика
сСанниково,Алтай
"КНР,ров Хэйлунцзян, Фуцзинь",Китай
гор Карасук Новосибирская обл,РФ
"Алтайский край, Топчихинский р-н",Алтай
Таджикистан респ,Таджикистан
"Узбекистан Респ, Фергана",Узбекистан
Семей,Казахстан
гор Риддер ВКО,Казахстан
гКемерово,РФ
"Алтайский край, Советский р-н, Колово",Алтай
"Китай,Шаньтоу",Китай
"КНР,ров Хэбэй, Таншань",Китай
Тула,РФ
Шемонаихинский район Восточно-Казахстанской об...,Казахстан
"Россия, Алтайский край, Петропавловский район",Алтай
Семеновка Славгородского р-на,Славгород
"Ямало-Ненецкий АО, Новый Уренгой",РФ
"Таджикистан респ, Сино р-н, Душанбе",Таджикистан
Алтайский край Кулундинский район,Алтай
"россия, Республика Алтай, Горно-Алтайск",Горно-Алтайск
"Россия, Магаданская обл, Омсукчанский р-н, Омс...",РФ
"Россия, Краснодарский край, Краснодар",РФ
"Республика Тыва, Кызыл",РФ
"Казахстан, Алматинская обл, Шелек",Казахстан
"Павловск, Павловского р-на АК",Алтай
"Россия, Республика Алтай, Онгудайский р-н, Онг...",Республика
село Северка Ключевского района Алтайского края,Алтай
"Алтайский край, Поспелихинский р-н, Николаевка",Алтай
"Китай, Дацин",Китай
"Хайнаньров, Хайкоу",Китай
"Тюменская обл, Ханты-Мансийск",РФ
"Россия, Алтайский край, Залесовский р-н",Алтай
"Алтайский край, Первомайский р-н, Санниково",Алтай
пУсть-Таловка,Алтай
КитайгХэйлунцзян,Китай
Тоурак,Алтай
"Республика Казахстан, ВКО Усть-Каменогорск",Казахстан
Алтайский край Первомайский р-н,Алтай
Алтайский край Егорьевский районаЕгорьевское,Алтай
"Россия, Алтайский край, Романовский р-н, Романово",Алтай
"Алтайский край, Советский р-н, Красный Яр",Алтай
"КНР,ров Синьцзян, Уцзяцюй",Китай
"Красноярский край, Норильс",РФ
"Республика Алтай, Кош-Агачский р-н, Беляши",Республика
Норильск,РФ
"Таджикистан, Дустийский р-н",Таджикистан
"Алтай респ, Майминский р-н, Майма",Республика
"Китай,ровинция Аньхой, Тайхэ",Китай
Камень-на-Оби Алтайского края,Камень-на-Оби
Новокузнецк Кемеровской обл,РФ
"Алтайский край, Каменский р-н, Поперечное",Камень-на-Оби
гДушанбе,Таджикистан
Ангрен Ташкентская область,Узбекистан
"Алтайский край, Завьяловский р-н, Светлое",Алтай
